Date,Time,BTC/USD Bid,BTC/USD Bid Size,BTC/USD Ask,BTC/USD Ask Size,BTC/EUR Bid,BTC/EUR Bid Size,BTC/EUR Ask,BTC/EUR Ask Size,ETH/BTC Bid,ETH/BTC Bid Size,ETH/BTC Ask,ETH/BTC Ask Size,EUR/USD Bid,EUR/USD Bid Size,EUR/USD Ask,EUR/USD Ask Size,ETH/USD Bid,ETH/USD Bid Size,ETH/USD Ask,ETH/USD Ask Size,ETH/EUR Bid,ETH/EUR Bid Size,ETH/EUR Ask,ETH/EUR Ask Size
9/13/2021,1:40 AM,$51,144.12,76.4002,$51,381.13,32.2505,€40,273.62,17.1899,€40,537.87,44.3848,0.072098 BTC,348.9160,0.072396 BTC,312.0488,$1.21448,4,800,595,$1.21485,5,509,917,$3,188.00,164.6833,$3,188.03,12.2200,€2,869.98,173.1760,€2,869.98,247.6830
9/13/2021,1:45 AM,$52,026.10,16.5353,$52,451.89,30.8099,€40,925.81,6.4486,€40,999.65,47.5418,0.071196 BTC,191.5252,0.072381 BTC,358.0120,$1.21498,5,076,031,$1.21559,7,796,808,$3,176.98,176.4807,$3,177.00,16.3967,€2,857.83,109.9073,€2,857.84,286.3560
9/13/2021,1:50 AM,$51,935.47,6.1517,$52,435.20,60.7361,€41,994.30,14.5088,€42,431.58,11.9714,0.073011 BTC,267.5016,0.074645 BTC,101.7588,$1.21147,4,749,607,$1.21208,9,934,177,$3,189.25,92.3450,$3,189.27,191.3933,€2,869.20,195.4040,€2,869.21,9.8813
9/13/2021,1:55 AM,$53,236.46,19.9266,$53,752.64,38.4671,€43,023.96,12.4640,€43,571.90,31.5783,0.074972 BTC,154.0300,0.076702 BTC,108.2096,$1.21314,8,387,548,$1.21399,61,558,$3,201.75,42.6520,$3,201.78,30.5000,€2,874.57,166.3273,€2,874.59,155.7170
9/13/2021,2:00 AM,$53,333.56,54.5693,$53,358.68,49.0335,€42,124.84,43.0683,€42,317.65,11.9525,0.076041 BTC,281.2380,0.077139 BTC,337.9356,$1.21154,1,887,499,$1.21162,9,863,612,$3,197.78,242.2050,$3,197.78,268.0767,€2,886.07,331.4087,€2,886.08,105.5203
9/13/2021,2:05 AM,$51,950.14,43.5110,$52,278.73,25.6380,€43,630.17,33.9935,€43,779.82,21.7889,0.078995 BTC,177.0024,0.080892 BTC,208.8076,$1.21591,4,358,883,$1.21614,4,981,441,$3,207.70,185.4060,$3,207.72,182.0533,€2,887.39,270.3467,€2,887.41,291.5127
9/13/2021,2:10 AM,$53,496.75,0.0194,$53,585.29,88.9785,€42,410.66,45.9457,€42,656.46,43.6961,0.081411 BTC,86.0648,0.083012 BTC,67.6456,$1.21840,4,185,890,$1.21916,6,400,466,$3,205.14,154.6547,$3,205.17,308.9867,€2,880.13,87.7343,€2,880.16,305.7683
9/13/2021,2:15 AM,$51,985.63,63.2273,$52,372.61,87.0944,€41,240.72,40.1370,€41,526.05,24.2729,0.081378 BTC,208.0888,0.082693 BTC,286.1116,$1.21317,6,920,767,$1.21333,7,841,963,$3,194.33,279.9940,$3,194.36,66.9767,€2,871.18,153.2120,€2,871.19,10.1383
9/13/2021,2:20 AM,$52,649.12,7.3485,$52,938.48,74.5691,€40,579.10,34.1747,€40,728.78,47.5232,0.082820 BTC,9.5620,0.083630 BTC,173.4076,$1.21068,8,787,344,$1.21118,6,225,698,$3,193.74,100.5640,$3,193.76,200.8100,€2,869.13,220.5013,€2,869.16,286.8137
9/13/2021,2:25 AM,$51,548.23,40.4687,$51,759.52,6.6696,€40,368.62,6.2986,€40,916.07,11.3445,0.081692 BTC,74.7660,0.082020 BTC,358.7940,$1.21460,2,200,508,$1.21559,126,593,$3,190.66,300.3607,$3,190.66,43.7667,€2,866.19,320.5223,€2,866.19,91.8760
9/13/2021,2:30 AM,$50,836.04,68.1447,$50,894.70,24.1399,€40,619.55,27.6366,€41,135.82,12.5756,0.081031 BTC,295.6560,0.082375 BTC,202.8556,$1.21610,757,230,$1.21657,6,141,350,$3,201.27,21.6450,$3,201.29,96.7433,€2,877.14,240.6307,€2,877.17,317.6003
9/13/2021,2:35 AM,$51,814.22,34.4853,$52,308.32,97.2225,€39,369.68,23.2142,€39,805.22,6.3188,0.081953 BTC,24.8788,0.083037 BTC,41.1420,$1.21183,1,842,282,$1.21246,5,983,636,$3,205.20,109.1433,$3,205.23,246.6767,€2,865.47,288.3700,€2,865.49,279.0710
9/13/2021,2:40 AM,$53,142.84,79.0239,$53,549.81,97.8593,€38,888.27,19.7989,€39,437.60,36.4671,0.084592 BTC,360.0568,0.086725 BTC,348.2600,$1.21026,4,463,498,$1.21093,6,336,821,$3,218.23,249.7783,$3,218.24,238.0833,€2,870.44,325.9590,€2,870.45,4.3320
9/13/2021,2:45 AM,$54,035.17,88.9246,$54,509.81,95.8704,€37,347.25,27.3812,€37,705.35,2.9191,0.084138 BTC,311.5080,0.086537 BTC,90.0640,$1.20615,988,922,$1.20644,7,572,281,$3,213.58,235.6713,$3,213.60,248.8200,€2,876.01,233.2980,€2,876.04,331.2277
9/13/2021,2:50 AM,$54,401.09,33.6732,$54,615.32,39.3894,€35,998.79,34.3752,€36,417.04,34.6591,0.083709 BTC,333.9424,0.084722 BTC,243.6364,$1.20763,1,056,615,$1.20804,5,872,352,$3,223.12,210.8083,$3,223.13,244.9933,€2,880.50,43.5990,€2,880.51,271.7117
9/13/2021,2:55 AM,$54,508.26,6.2457,$54,543.31,13.1641,€37,158.67,45.2031,€37,247.74,45.5276,0.082829 BTC,344.2740,0.084081 BTC,24.7500,$1.21357,5,824,895,$1.21475,6,887,713,$3,234.19,165.5840,$3,234.20,115.3600,€2,893.99,215.3950,€2,894.01,28.2937
9/13/2021,3:00 AM,$56,443.58,47.7976,$56,692.27,15.7538,€38,013.32,26.0782,€38,429.24,46.4349,0.085836 BTC,269.3224,0.088180 BTC,66.8828,$1.21262,2,686,514,$1.21309,5,651,769,$3,222.62,159.5413,$3,222.65,285.7400,€2,886.71,265.1337,€2,886.72,262.5117
9/13/2021,3:05 AM,$58,330.49,7.7926,$58,541.06,76.0392,€37,476.38,19.5118,€37,770.14,16.5427,0.084415 BTC,271.5920,0.086329 BTC,11.6440,$1.21804,5,378,367,$1.21909,7,170,292,$3,220.90,214.9433,$3,220.91,153.9500,€2,887.15,244.8097,€2,887.17,282.6767
9/13/2021,3:10 AM,$57,660.27,36.4388,$58,219.80,31.6326,€36,728.46,4.9884,€37,174.71,44.1601,0.082315 BTC,55.1716,0.083027 BTC,306.6760,$1.21978,4,465,068,$1.22020,626,957,$3,215.24,209.6403,$3,215.27,141.1500,€2,896.75,2.5057,€2,896.77,323.9183
9/13/2021,3:15 AM,$59,517.10,76.9400,$59,553.82,86.3033,€36,526.01,13.8106,€36,816.19,40.5024,0.082774 BTC,124.0148,0.084544 BTC,251.0436,$1.21588,6,056,520,$1.21695,3,096,529,$3,203.19,69.7763,$3,203.20,239.6933,€2,888.10,236.8153,€2,888.13,67.6247
9/13/2021,3:20 AM,$61,255.12,41.8945,$61,564.77,88.5972,€36,846.60,22.6848,€37,281.76,29.4444,0.085077 BTC,371.3300,0.085090 BTC,368.4900,$1.22134,997,772,$1.22184,117,562,$3,215.39,297.3940,$3,215.39,13.8867,€2,896.73,308.5873,€2,896.73,185.0187
9/13/2021,3:25 AM,$62,119.55,29.5789,$62,496.93,48.5386,€37,930.37,40.5175,€38,058.96,24.9836,0.082445 BTC,143.4184,0.082465 BTC,175.0140,$1.21661,6,779,662,$1.21775,7,085,862,$3,226.36,189.2983,$3,226.37,205.7667,€2,900.27,137.8927,€2,900.27,312.6890
9/13/2021,3:30 AM,$62,925.18,66.0311,$63,550.97,22.7194,€37,201.58,49.9217,€37,270.29,17.9387,0.084867 BTC,218.5184,0.086029 BTC,326.0624,$1.21394,4,240,042,$1.21430,3,934,508,$3,224.07,45.3453,$3,224.08,249.9233,€2,901.85,144.4757,€2,901.87,303.0430
9/13/2021,3:35 AM,$64,749.00,53.6416,$64,963.78,72.5651,€38,056.95,40.5836,€38,450.79,4.4164,0.084416 BTC,111.8336,0.085032 BTC,106.3252,$1.21480,9,269,159,$1.21542,6,525,983,$3,221.60,204.1900,$3,221.63,307.7633,€2,915.47,89.9840,€2,915.49,68.7927
9/13/2021,3:40 AM,$63,537.03,81.4334,$63,875.43,4.4463,€38,274.94,20.5134,€38,575.51,14.7030,0.087166 BTC,161.5268,0.088181 BTC,375.4240,$1.21416,6,982,235,$1.21520,8,649,179,$3,224.41,278.1607,$3,224.43,139.2933,€2,926.15,125.5873,€2,926.17,58.6747
9/13/2021,3:45 AM,$61,519.80,27.9955,$61,640.01,60.0154,€38,921.06,43.6648,€39,005.19,40.2603,0.084471 BTC,49.6220,0.086799 BTC,225.2604,$1.21612,5,965,110,$1.21643,4,837,832,$3,232.07,83.8737,$3,232.10,190.5133,€2,925.97,319.6100,€2,925.99,91.6790
9/13/2021,3:50 AM,$59,585.43,82.1793,$59,928.22,87.7645,€39,065.50,30.6056,€39,231.19,42.6292,0.082226 BTC,194.3460,0.083546 BTC,152.1660,$1.21725,6,892,311,$1.21776,1,623,500,$3,220.68,306.6290,$3,220.70,41.6633,€2,920.96,278.9363,€2,920.97,283.3067
9/13/2021,3:55 AM,$58,275.26,74.1086,$58,684.12,72.6781,€37,538.51,10.8584,€37,879.46,30.4038,0.085475 BTC,78.1832,0.086532 BTC,232.9864,$1.22132,1,104,416,$1.22194,3,788,131,$3,214.14,67.3760,$3,214.16,50.4833,€2,927.42,315.3130,€2,927.43,28.2707
9/13/2021,4:00 AM,$59,759.54,98.8847,$60,169.96,5.2359,€38,575.02,11.2996,€38,684.90,5.3292,0.082910 BTC,60.0256,0.084276 BTC,269.1400,$1.21938,180,956,$1.22057,2,958,357,$3,207.34,2.8953,$3,207.37,34.1133,€2,932.35,263.8073,€2,932.38,324.4040
9/13/2021,4:05 AM,$58,074.50,41.3608,$58,121.13,67.9801,€39,844.68,1.9779,€39,878.89,48.8206,0.081423 BTC,314.7116,0.083283 BTC,185.7592,$1.22416,1,018,374,$1.22501,7,391,647,$3,202.30,84.2873,$3,202.31,234.7767,€2,921.65,134.9570,€2,921.67,8.1837
9/13/2021,4:10 AM,$57,768.56,13.1984,$57,952.55,38.8736,€41,090.98,20.4022,€41,239.08,15.4286,0.080112 BTC,23.8252,0.080437 BTC,179.3056,$1.22711,5,973,405,$1.22823,5,736,572,$3,216.65,44.1037,$3,216.67,281.8900,€2,930.98,252.1383,€2,931.01,312.4130
9/13/2021,4:15 AM,$59,204.86,13.3953,$59,696.44,93.8720,€40,490.15,43.8372,€40,708.45,36.9397,0.077209 BTC,238.6568,0.077991 BTC,181.8300,$1.23279,6,602,449,$1.23301,6,556,468,$3,202.85,157.7630,$3,202.88,214.2600,€2,920.06,245.0753,€2,920.07,21.5747
9/13/2021,4:20 AM,$61,286.56,25.1342,$61,612.54,87.8983,€41,371.74,31.7425,€41,710.93,16.5430,0.075519 BTC,184.0540,0.076767 BTC,234.6968,$1.23326,7,548,472,$1.23354,808,062,$3,213.17,43.1140,$3,213.19,235.7567,€2,908.68,217.4660,€2,908.70,304.5137
9/13/2021,4:25 AM,$59,293.15,99.4983,$59,316.04,0.4571,€40,860.51,8.2420,€41,168.54,6.0762,0.078437 BTC,77.4108,0.079103 BTC,226.1692,$1.22825,4,412,952,$1.22847,2,017,345,$3,219.91,321.9990,$3,219.92,136.0267,€2,914.11,125.7647,€2,914.12,15.3310
9/13/2021,4:30 AM,$60,080.57,35.4744,$60,227.70,58.1748,€41,110.33,28.6634,€41,565.60,27.1903,0.077061 BTC,323.7736,0.077213 BTC,342.9996,$1.22247,9,904,970,$1.22316,8,063,836,$3,209.90,277.7937,$3,209.90,206.4067,€2,911.78,194.2527,€2,911.80,267.5910
9/13/2021,4:35 AM,$61,899.63,31.8770,$62,083.78,44.7721,€41,400.45,44.8369,€41,634.06,49.1522,0.078583 BTC,243.5328,0.080553 BTC,390.3956,$1.22684,6,683,639,$1.22731,3,008,599,$3,199.55,324.3803,$3,199.55,37.5200,€2,907.52,228.5440,€2,907.53,178.7403
9/13/2021,4:40 AM,$59,685.42,55.9005,$59,714.96,84.4201,€42,069.93,16.0577,€42,442.91,10.7661,0.076935 BTC,32.2112,0.078685 BTC,101.1672,$1.22257,8,543,952,$1.22337,471,138,$3,198.73,196.2010,$3,198.73,90.0800,€2,895.11,118.2327,€2,895.12,105.8533
9/13/2021,4:45 AM,$58,122.02,4.2016,$58,265.87,86.8166,€43,433.21,42.4666,€43,898.69,1.8132,0.079909 BTC,92.1304,0.080386 BTC,153.7864,$1.22730,4,559,263,$1.22851,3,795,557,$3,194.07,37.4793,$3,194.08,10.5833,€2,907.27,216.5107,€2,907.29,294.7040
9/13/2021,4:50 AM,$58,384.96,65.0064,$58,761.25,10.9334,€42,233.02,21.6028,€42,339.21,21.6212,0.080373 BTC,283.4960,0.082264 BTC,176.3864,$1.22597,9,833,306,$1.22608,6,910,333,$3,180.92,53.8420,$3,180.95,284.6200,€2,900.52,84.7817,€2,900.52,257.7997
9/13/2021,4:55 AM,$59,209.82,76.9498,$59,609.78,85.6412,€41,260.31,15.9625,€41,391.58,35.7248,0.078316 BTC,337.3220,0.079069 BTC,254.0472,$1.22728,4,396,008,$1.22744,2,362,555,$3,196.66,299.8990,$3,196.69,146.6167,€2,909.13,118.1330,€2,909.13,322.5080
9/13/2021,5:00 AM,$60,442.51,82.7080,$60,997.86,62.6499,€42,790.49,20.0475,€43,024.98,2.7903,0.077238 BTC,24.0348,0.079278 BTC,122.4588,$1.22512,3,547,715,$1.22590,8,604,712,$3,185.90,82.4750,$3,185.92,76.7900,€2,907.25,295.8510,€2,907.26,59.9140
9/13/2021,5:05 AM,$59,511.39,2.0537,$59,684.93,82.7745,€43,749.55,45.6237,€43,849.49,27.4520,0.078953 BTC,258.9160,0.080262 BTC,243.5616,$1.22506,1,627,470,$1.22523,2,343,829,$3,185.54,56.3577,$3,185.57,191.5733,€2,903.08,251.4340,€2,903.09,53.5597
9/13/2021,5:10 AM,$57,422.19,14.5064,$57,535.54,62.2521,€43,524.77,32.0691,€43,605.04,18.5444,0.081758 BTC,69.9196,0.081949 BTC,324.6036,$1.22780,4,533,308,$1.22852,1,710,396,$3,193.20,315.5793,$3,193.21,191.6633,€2,903.71,223.1877,€2,903.72,153.1993
9/13/2021,5:15 AM,$55,183.18,26.5639,$55,323.24,39.7404,€45,254.57,36.3442,€45,501.08,29.0772,0.083203 BTC,111.2792,0.085107 BTC,141.0692,$1.22317,8,784,334,$1.22347,8,576,619,$3,203.00,49.4880,$3,203.03,331.9900,€2,891.92,61.6820,€2,891.94,64.0383
9/13/2021,5:20 AM,$53,473.77,19.3545,$53,532.91,60.4122,€44,824.88,12.8280,€45,015.13,35.7023,0.083294 BTC,209.8664,0.084866 BTC,64.1128,$1.22200,6,454,768,$1.22259,6,730,971,$3,199.16,33.7060,$3,199.17,315.9167,€2,882.64,157.9570,€2,882.66,270.6530
9/13/2021,5:25 AM,$52,674.87,51.3735,$52,888.26,84.3193,€44,865.40,38.7800,€44,960.07,40.6466,0.085678 BTC,110.2556,0.086746 BTC,102.8368,$1.22042,1,080,714,$1.22095,3,370,003,$3,193.88,251.2723,$3,193.88,147.1600,€2,878.01,47.2043,€2,878.02,177.5590
9/13/2021,5:30 AM,$52,986.97,27.2512,$53,011.08,47.7417,€43,207.67,33.1376,€43,562.96,4.0486,0.083486 BTC,270.2964,0.084613 BTC,56.9712,$1.22346,9,931,979,$1.22395,4,810,688,$3,178.22,90.4477,$3,178.23,117.1700,€2,878.30,321.9423,€2,878.32,159.1837
9/13/2021,5:35 AM,$54,038.87,84.0867,$54,174.18,82.9880,€41,494.01,21.9865,€41,889.86,1.3620,0.081965 BTC,120.6984,0.082138 BTC,85.1628,$1.22584,4,241,194,$1.22656,1,273,946,$3,183.06,271.3713,$3,183.09,91.0867,€2,884.54,317.3867,€2,884.54,52.7583
9/13/2021,5:40 AM,$54,301.88,71.4074,$54,616.29,87.5880,€41,606.33,14.8822,€42,180.09,48.7013,0.081767 BTC,131.2520,0.081933 BTC,390.8472,$1.22369,6,258,621,$1.22462,619,564,$3,190.52,112.7080,$3,190.54,151.5667,€2,893.26,18.1270,€2,893.27,93.3393
9/13/2021,5:45 AM,$53,352.73,32.4398,$53,578.31,67.8558,€40,287.41,39.0821,€40,683.67,12.0821,0.084821 BTC,239.8712,0.087148 BTC,107.9628,$1.22430,5,613,093,$1.22438,3,517,753,$3,179.85,310.3333,$3,179.86,188.4967,€2,905.10,141.3833,€2,905.12,101.5383
9/13/2021,5:50 AM,$52,471.24,78.2668,$52,493.38,69.8200,€41,639.66,15.0658,€41,708.37,42.1897,0.081848 BTC,310.7108,0.083961 BTC,194.9980,$1.22536,4,727,605,$1.22604,3,447,656,$3,170.96,214.6913,$3,170.98,231.2667,€2,891.26,146.3887,€2,891.29,212.4960
9/13/2021,5:55 AM,$50,421.19,46.5062,$50,491.68,72.0144,€40,966.68,44.6163,€41,171.69,22.2705,0.080393 BTC,257.3068,0.082099 BTC,207.2728,$1.22516,6,759,480,$1.22623,875,471,$3,163.67,85.9623,$3,163.69,82.8633,€2,905.37,79.9777,€2,905.38,209.9807
9/13/2021,6:00 AM,$48,608.85,2.4524,$48,951.40,91.2069,€42,129.56,2.1094,€42,419.83,0.0703,0.080003 BTC,16.5896,0.082232 BTC,237.1776,$1.22044,6,626,830,$1.22065,8,800,244,$3,168.72,131.8533,$3,168.73,155.7267,€2,914.20,43.9397,€2,914.23,220.5953
9/13/2021,6:05 AM,$49,492.02,80.7999,$49,948.74,16.0779,€41,032.38,11.6398,€41,141.23,44.2996,0.081517 BTC,4.9680,0.082196 BTC,9.7192,$1.21573,7,024,883,$1.21613,60,911,$3,156.17,288.6843,$3,156.20,299.9567,€2,902.44,118.7730,€2,902.45,114.5623
9/13/2021,6:10 AM,$49,870.39,92.6752,$49,989.03,35.9599,€40,639.62,49.3401,€41,156.96,0.3514,0.080955 BTC,347.6416,0.081842 BTC,258.1924,$1.21104,2,487,733,$1.21214,3,313,926,$3,171.36,14.2450,$3,171.39,117.1633,€2,907.20,156.2773,€2,907.22,174.3077
9/13/2021,6:15 AM,$48,811.14,46.8065,$48,892.90,19.0702,€39,064.87,14.7896,€39,213.15,7.9788,0.083415 BTC,158.2200,0.084701 BTC,54.7364,$1.21509,9,727,415,$1.21588,1,980,064,$3,186.89,325.3887,$3,186.90,146.1967,€2,910.48,133.7373,€2,910.48,51.3767
9/13/2021,6:20 AM,$47,767.32,87.8128,$47,768.56,26.9191,€38,352.80,22.5482,€38,353.18,20.9673,0.086311 BTC,179.0232,0.088751 BTC,288.9768,$1.21097,4,102,158,$1.21212,7,784,128,$3,178.64,84.9410,$3,178.67,174.6900,€2,917.27,181.6067,€2,917.27,21.4510
9/13/2021,6:25 AM,$49,096.11,70.8549,$49,460.35,65.9341,€36,845.53,31.9059,€37,340.42,49.0770,0.087419 BTC,226.8412,0.089579 BTC,276.9652,$1.21165,9,100,303,$1.21286,3,868,340,$3,185.47,319.4450,$3,185.47,222.4100,€2,908.65,197.9443,€2,908.67,32.6523
9/13/2021,6:30 AM,$50,607.78,52.8250,$50,850.04,64.7033,€36,356.52,43.5536,€36,628.88,33.5327,0.086342 BTC,78.3368,0.087043 BTC,287.7456,$1.21308,6,730,270,$1.21405,4,829,077,$3,177.38,299.0423,$3,177.39,313.6333,€2,908.58,217.5120,€2,908.58,182.1567
9/13/2021,6:35 AM,$50,604.79,35.6325,$51,050.06,72.8628,€35,673.67,42.7049,€35,866.26,26.7705,0.084488 BTC,50.8184,0.084677 BTC,374.1956,$1.21689,4,673,596,$1.21711,1,888,981,$3,168.00,187.2313,$3,168.01,128.7033,€2,897.04,110.7577,€2,897.06,164.2620
9/13/2021,6:40 AM,$50,614.46,70.8487,$50,619.37,66.4363,€36,287.19,4.1427,€36,745.70,3.6885,0.086194 BTC,189.9416,0.087206 BTC,352.2804,$1.21815,8,963,409,$1.21906,7,614,961,$3,154.03,10.3620,$3,154.04,49.2767,€2,899.61,213.2663,€2,899.63,311.8270
9/13/2021,6:45 AM,$49,640.03,46.8301,$49,713.00,54.8710,€35,762.47,26.6105,€36,191.16,3.8262,0.084165 BTC,44.6772,0.085836 BTC,198.5600,$1.21419,3,459,135,$1.21465,6,291,105,$3,161.90,49.8587,$3,161.92,76.0333,€2,904.03,217.6920,€2,904.03,10.6910
9/13/2021,6:50 AM,$47,685.95,29.7828,$48,055.90,75.7733,€36,398.55,4.3943,€36,749.48,8.0512,0.081724 BTC,275.9892,0.083649 BTC,37.1512,$1.20873,9,270,064,$1.20899,3,261,882,$3,151.06,210.8283,$3,151.08,26.0767,€2,916.35,173.2827,€2,916.37,200.3017
